id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
10591,840,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,30/04/2023,20:23,5,204100054,positive
10592,237,giao đúng hẹn đóng_gói chắc,24/11/2021,11:12,5,205100136,positive
10593,1139,eo xài thích xài năm chưa_bao_giờ xài chai to sướng xài gần chưa_hết chai á_giờ viết rcm hết mua chai to tiếp,19/03/2024,22:59,5,422218631,positive
10594,790,sữa rửa mặt sử_dụng siêu_đã thích em xài thời_gian cảm_thấy da có_vẻ đỡ mụn hơn,20/06/2021,21:11,5,422211195,positive
10595,117,được phết giá rẻ_dung tiach nhiều sử_dụng lâu,1/8/2018,8:17,5,223600009,positive
10596,2414,loại màu xanh chuyên da dầu mụn có cồn gần đầu bảng thành_phần da nhạy_cảm dị_ứng cồn cân_nhắc mùi nồng hơi_hơi nóng về tác_dụng hôm sau mặt có đẩy cồi mụn lên bạn mụn_ẩn dùng cấp ẩm mức,9/2/2022,23:25,4,308500004,positive
10597,244,cực_thích_hợp da dầu da đổ dầu nhiều thử nhiều loại kem_dưỡng bị rít ngr dậy bóng_loáng mặt dùng sản_phẩm ngày thấy thích_hợp hơn buổi sáng da mặt giảm dầu hơn dùng thời_gian dài hơn quay lại đánh_giá tiếp,5/8/2021,22:49,5,422207826,positive
10598,307,sản phảm sài tốt giao hàng nhanh,2/1/2021,11:36,5,422206648,positive
10599,1453,da dầu sữa rửa mặt rửa sạch sâu quá_khô_bênh cánh mũi tróc da mặt căng,20/08/2022,11:48,3,204900128,negative
10600,2370,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,30/04/2023,10:19,5,422202253,positive
10601,2291,da bị nổi mụn có dùng,23/09/2020,12:51,3,204000059,negative
10602,3083,dùng svr bản cũ thấy hết mụn svr đổi sang công_thức có bha da lên mụn viêm không_nhân loay_hoay tìm bioderma thấy xài,14/04/2024,17:18,5,422211389,positive
10603,3303,dùng tháng còn nhiều chắc thoa chỗ vết thấy thâm_mờ nhiều nền dầu aply lên da hơi_bóng rít xoa lên da thấy ấm nóng dùng sản_phẩm kỹ nắng thoa ban_đêm nhìn_chung tốt,18/08/2020,15:15,5,214000001,positive
10604,2380,sử_dụng dễ_dàng rất_thoải_mái thư_giản,29/04/2023,15:44,5,308500009,positive
10605,1600,lúc dùng megaduo bản tốt đổi lên plus da thấy có_vẻ không_hợp có retinal da nhạy_cảm lun pas lại giá yêu_thương dùng lần tp hcm muốn mua nhắn,10/10/2022,11:57,5,422208181,positive
10606,2412,sài tủ_lạnh sài mát lạnh se khít chân lông_min da_dưỡng ẩm_cực tốt,29/03/2022,8:08,5,422205162,positive
10607,355,dùng rất_nhiều loại nước tẩy_trang ưng loại dùng rất_thích không_cồn dịu nhẹ da không_gây cảm_giác m dùng chai loại không_có ý_định đổi hasaki có_giá tốt m ủng_hộ dài dài,21/07/2019,19:38,5,205100137,positive
10608,3902,sử_dụng thấy da mặt là sạch tạo bọt nhiều thích,11/2/2019,16:43,5,422211490,positive
10609,516,dưỡng ẩm tốt sáng dậy da mềm mịn xài được chai thấy sáng lên,27/06/2022,10:31,5,318900019,positive
10610,2792,nhiều tinh_chất ôm da_cực đứng không_rơi ẩm,25/01/2021,16:04,5,422201092,positive
10611,157,dòng nắp xám không_sạch nắp xanh nhạt người chắc sạch same nắp hồng được_cái không_cồn nắp xanh nhạt không_tạo bọt trượt da không_mượt bằng bù lại tẩy sạch_sẽ được lớp kcn cushion sương sương mất miếng dùng không_lên mụn_ẩn mức giá công_dụng độ an_toàn chấm,30/01/2023,11:22,5,205100136,positive
10612,1661,da là da nhạy_cảm bị kích_ứng cồn khô da_ửng đỏ nhiều dùng kem_dưỡng đỡ rất_nhiều không_bị,16/06/2022,23:19,5,318900005,positive
10613,1824,chất kem mỏng dễ thấm phù_hợp da dầu mụn không_bị cay mắt vệt trắng da cuối ngày không_bị đổ dầu,20/09/2022,21:15,5,343100024,positive
10614,1310,thấy pr tốt quá_cũng mua dùng thử xài không_xài chất không_đặc không_lỏng không_thấy tác_dụng à không_nên mua phí tiền tiền mua dòng kem phục_hồi serum tốt hơn,25/03/2022,11:55,3,253900004,negative
10615,1647,sài mùa hè hợp_lý bôi không_bị bí_da dịu lúc bôi_mát mát_rễ chịu da mẩn đỏ_kích_ứng bôi hôm hết không_đỏ mùa đông phải cấp ẩm thêm kem_dưỡng da là da hỗn_hợp thiên_khô rất_hợp da,20/06/2023,16:42,5,318900019,positive
10616,1953,da khô dưỡng_ẩm là lên mụn dùng em giờ không_bị da lúc_nào củng_mềm bóng bóng mùi thơm_chất kem hơi_đăc dùng bao_nhiêu củng_không bí_da lên mụn rất_rất ưng_khoản không_có,12/4/2024,21:38,5,201600166,positive
10617,740,dùng hết chai sạch mụn đầu đen nha người dùng chai thứ,5/6/2024,16:17,5,422210954,positive
10619,792,ổn,4/4/2021,3:00,4,100230064,positive
10620,289,dùng ổn,11/5/2021,16:25,4,422204259,positive
10621,1528,dùng sản_phẩm rất_hài_lòng mua đi người,24/01/2024,18:51,5,211300007,positive
10622,1071,sản_phẩm tốt làm sạch sâu không_khô da,12/4/2023,13:15,5,422220606,positive
10623,2614,xài được gần tháng retinol da có sáng lên thâm mụn nám hi_vọng thời_gian được cải_thiện thấm nhanh không_nhờn bóng dầu nói_chung là,3/5/2022,11:04,5,371600006,positive
10624,850,kem chống nắng kiềm_dầu xài lên mặt nhờn không_thấm da,18/02/2022,11:12,3,422204027,negative
10625,358,,28/05/2019,9:34,4,205100137,positive
10626,1536,chuyển lrp qua simple thấy hợp thật_sự rất_mịn_màng không_nhớt bạn rửa xong da không_khô cảm_giác mịn da nhạy_cảm người mua,29/07/2023,17:19,5,422214146,positive
10627,1333,bao_bì được đóng_gói rất_hài_lòng dịch_vụ,13/05/2021,13:30,5,223600010,positive
10628,3326,,29/12/2021,12:17,5,223600010,positive
10629,761,dùng mát lạnh sạch da_dịu nhẹ dùng em nhiều có ý_định tiếp_tục dùng,13/02/2022,17:34,5,200400004,positive
10630,3383,da là da dầu mụn_sài kiểu bị châm chích_ngứa khó_chịu cực,10/4/2023,7:19,4,249500014,positive
10631,2458,cấp ẩm tốt rất_thích sản_phẩm,1/11/2019,14:38,5,345800015,positive
10632,708,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,28/04/2023,15:33,5,204100054,positive
10633,948,sản_phẩm mức trung_bình dịch_vụ nhiều bất_tiện,29/07/2020,22:15,2,100230064,negative
10634,1034,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,27/04/2023,17:59,5,422206537,positive
10635,279,quá_tuyệt_vời nắp xanh đậm sạch sâu không_gây bết dính không_tấy đỏ rát da giá_cả hợp_lí rẻ hơn so chất_lượng,11/6/2021,21:05,5,422211446,positive
10636,2419,dùng thử lần đầu thấy rất_êm giá tiền mùi dễ_chịu,3/11/2021,22:17,5,422205160,positive
10637,1526,sản_phẩm chất_lượng đáng sử_dụng,22/02/2024,20:43,5,422214146,positive
10638,2395,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,9:35,5,308500004,positive
10639,1145,xài sạch da thấy da mặt có sáng lên hơi_bị khô da,17/05/2023,14:49,4,422207423,positive
10640,1871,rẻ xài tốt có miếng dày có miếng mỏng lâu_lâu để lại sớ bông mặt,19/10/2020,23:44,5,422203807,positive
10641,1940,sản_phẩm tốt,18/11/2023,15:47,5,422209262,positive
10642,6,ngày thi sáng_mai da rất_ẩm_mượt sử_dụng khoang vết thâm_mụn bắt_đầu mờ đi rõ_rệt da sáng mềm_mịn nói_chung rất_đáng tiền không_nói nhiều chân_ái là không_đổi qua hãng khác,17/10/2024,20:45,5,422209052,positive
10643,688,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,16:44,5,308500004,positive
10644,1219,mua thử miếng xài tốt tinh_chất đủ khô không_để bết dính sử_dụng sử_dụng không_đều chưa_rõ hiệu_quả trị thấy không_kích_ứng dịu da đặt mua tiếp,1/11/2020,20:57,5,422202253,positive
10645,1267,,9/10/2024,2:09,5,204900005,positive
10647,1333,bao_bì được đóng_gói rất_hài_lòng dịch_vụ,13/05/2021,13:30,5,422212097,positive
10648,3356,da được sản_phẩm cứu,22/03/2024,11:58,5,201600074,positive
10649,1783,dịch_vụ chậm_trễ sản_phẩm không_như hình_ảnh,20/03/2021,14:03,2,100230056,negative
10650,2980,cấp ẩm da khô sài tốt,13/08/2021,13:57,5,318900009,positive
10651,3011,sản_phẩm rất_tốt bạn nên mua,5/1/2021,16:31,5,100150067,positive
10652,196,dùng loại rất_hợp_da hạn_chế tình_trạng mụn_ẩn có nhanh lên tuy_nhiên khi dùng tất_cả sản_phẩm người thử phần quai_hàm qua đêm thậm_chí là ngày không_thấy hiện_tượng hẵng dùng nhiều khi người khác dùng hợp chưa_chắc hợp,14/07/2022,19:39,5,100240016,positive
10653,1959,tốt,8/10/2023,21:51,3,422206248,negative
10654,110,sử_dụng thấy da sạch hơn tẩy_trang laroche posay nhiều rẻ hơn chưa_tới laroche gần lúc đầu biết dùng loại đỡ tiền hơn dùng laroche nhiều,7/9/2024,21:17,5,205100137,positive
10655,2613,da nhạy_cảm cân_nhắc rửa xong căng mặt,11/5/2022,21:40,2,422203510,negative
10656,4140,tẩy da chết body mặt rất_ổn thơm,18/11/2023,12:29,5,422207812,positive
10657,681,dễ sử_dụng làm sạch da không_gây khô da rất_thư_giãn khi dùng,30/04/2023,15:12,5,308500018,positive
10658,2182,xai thay nong da không_biết,13/06/2020,9:14,4,204000033,positive
10659,359,dùng loại dep cleaning có lớp dầu tẩy son_lì chai to giá tốt sài được lâu,11/5/2019,14:44,5,205100137,positive
10660,2206,mặt_nạ nhiều tinh_chất là lần đầu thấy á người tinh_chất nhiều khủng_khiếp dưỡng ẩm rất_tốt thoáng mặt có giảm dầu rõ_rệt nha sử_dụng thường_xuyên da có thật_sự ít lên mụn hơn mịn hơn á_hài_lòng cực,9/10/2022,22:08,5,422209724,positive
10661,659,giao nhanh không_có quà tặng là bông tẩy_trang,21/09/2023,11:35,5,200400004,positive
10662,56,bông bị xơ bụi,28/04/2022,11:23,3,243300007,negative
10663,2191,da trắng xanh xài màu rose hồng hợp tự_nhiên nhắng nhít không_để_ý mua thêm hộp lavender tím màu tím đặc hơn màu hồng hợp da vàng xỉn màu xài lên da không_đẹp mịn mỏng màu giờ phải đặt mua lại màu bạn mua để_ý chọn màu hợp loại da màu_da,16/12/2022,9:15,5,422207414,positive
10664,1317,hạt bé tí masage rất_là,13/12/2017,11:54,5,207300009,positive
10665,79,mua lần bịch bịch đầu xài oki bịch thứ bị bung tùm chưa_kịp sử_dụng bung hết ra,6/4/2022,18:53,4,422203809,positive
10666,2326,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,3/5/2023,19:38,5,422205164,positive
10667,1023,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,2/5/2023,14:00,5,308500015,positive
10668,1813,độ chống nắng mạnh rất_thích_hợp xài toàn_thân hoạt_động thể_thao ngoài_trời nhược_điểm là tắm rít minh_van rat_thích sản_phẩm ve_độ bao_ve xài khi di_choi ngày xai loại nhe hơn nhung_dưỡng nhiều hơn,24/12/2022,16:15,5,422219308,positive
10669,181,hàng tốt_nha shop shiper thấy chán không_có tiền_mặt kêu chuyển_khoản mặt nhăn,17/09/2022,18:41,4,422208807,positive
10670,3657,mùi dễ_chịu giảm,20/11/2023,9:00,5,100220009,positive
10671,1196,đọc rv thấy người khen quyết_định mua thử cây dùng xem miếng có giá quá_là hời hasaki bán giá rẻ nhất chỗ tìm ý_bông mềm có mặt không_quá dày lau lên da không_để vụn bông có tiết_kiệm sản_phẩm không_thì không_rõ giá chất_lượng thế_này quá_tốt,16/07/2021,15:13,5,422206149,positive
10672,788,lúc chuyển sang xài chai da đặc_biệt là vùng chữ t ít đổ dầu hơn hồi xài simple dịu nhẹ tẩy_trang bị đổ dầu đầy mặt khuyên bạn da hỗn_hợp dầu xài em siêu_thích,10/6/2021,7:15,5,200400003,positive
10673,1474,sản_phẩm dùng dịu nhẹ tốt,28/10/2021,13:41,5,204900159,positive
10674,3309,,13/10/2018,18:32,5,214000001,positive
10675,1030,sử_dụng dễ dãng rất_thoải_mái thư_giãn,30/04/2023,15:04,5,422205160,positive
10676,2055,rất_khô_thoáng thấm_siêu nhanh kiềm dầu tốt finish siêu_đẹp,9/6/2022,13:02,5,249500019,positive
10677,845,đánh_liều mua loại mate trải_nghiệm coi review thấy hợp da treatment giá mềm thoa kem lên da mặt thấy không_nâng tone chất kem mỏng nhẹ thấm nhanh kiềm dầu tốt da h thiên_dầu hôm m đi học thêm chạy xe đi là không_nắng nhiều lớp có máy_lạnh tiếng đeo khẩu_trang suốt lúc về thấy đổ_xíu dầu chỗ cánh mũi môi chống nước tạm ổn lười viết đlắm gặp em kcn ưng quá_phải dành thời_gian viết,12/7/2022,13:20,5,422204027,positive
10678,2850,trang siêu_sạch tẩy sạch lớp make up siêu_dày kẻ_mắt săn deal chai,22/01/2021,16:59,5,377400001,positive
10680,1037,lớp finish mịn kiềm dầu tốt không_nâng phải mỹ_phẩm cần_pas lại hàng new nguyên_tem mác mua hasaki bil,10/1/2023,23:28,5,422200236,positive
10681,2397,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,27/04/2023,16:32,5,308500004,positive
10682,4258,xài được tuần quay lại đánh_giá rcm bạn mua loại dòng sản_phẩm nhà mới thấy ít người review hơi_rén đợt xài bha cần phục_hồi cấp ẩm thử lần mua xài phải nói hiệu_quả hơn mh_tưởng á_da mướt giảm đỏ cấp ẩm,30/03/2023,20:42,5,422205122,positive
10683,3371,giao hàng lâu không_hài_lòng chất_lượng,12/8/2021,20:45,2,201600074,negative
10684,1147,sài loại bị châm_chích khó_chịu tìm loại cũ không_còn,16/02/2023,15:32,4,422218631,positive
10685,1391,chất gel thấm nhanh mà_còn thơm xài thấy da mướt mịn hơn kiềm dầu tốt,11/12/2021,15:24,5,422207826,positive
10686,61,dùng em thấy có cải_thiện mờ thâm_mụn tiếc da xài em lên mụn ẩn thử qua em vitamin chưa_tìm em chân_ái,15/03/2023,10:50,4,422208913,positive
10687,787,em dùng cực_thích không_bị đổ lông bị rã ra chà mạnh cở không_rã ra mua lần cay dùng hơn năm chưa_hết,22/06/2021,8:27,5,243300007,positive
10688,1537,sử_dụng tốt dùng không_gây khô_da phù_hợp nhất da khô da quá_nhiều dầu quá_khô không_hợp,3/6/2023,9:15,4,422214146,positive
10689,1311,mùi lúc thoa bóng dầu sau khi tệp da rất_mịn khô thoáng kiềm dầu tốt da sáng chiều không_đỗ dầu nhiều khả_năng lên tone kém không_che thâm_mụn đỏ,24/07/2022,2:31,4,422207414,positive
10690,698,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,20:20,5,308500004,positive
10691,309,trang sạch hơn loại nắp xanh nhạt dùng tạm ổn giá_cả phải_chăng phù_hợp,22/12/2020,22:22,5,205100136,positive
10692,2385,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,11:42,5,422205163,positive
10693,879,sản_phẩm tốt dùng cực_thích,14/04/2023,22:10,5,422204795,positive
10694,674,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,10:44,5,422205160,positive
10695,2497,mùi hương dễ_chịu làm mát nhanh,4/5/2023,10:52,5,204100019,positive
10696,2674,tẩy_trang dùng ổn không_bị rách khi sử_dụng,10/9/2021,10:58,5,422203807,positive
10698,2358,sử_dụng thư_giãn,30/04/2023,17:55,5,308500004,positive
10700,2750,kcn nhà naris đúng đỉnh á_nâng tone sáng không_trắng_bệt lớp finish đúng đẹp_bôi ngày không_bị xuống đặc_biệt ẻm chống nước có chứa ha giúp dưỡng ẩm_nhẹ da quá_tuyệt_vời điểm em kcn xịn xò,15/06/2022,14:41,5,422211276,positive
10701,1805,tốt,17/05/2017,6:13,5,100220035,positive
10702,286,,28/05/2021,8:13,5,422208807,positive
10703,1085,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,10:00,5,422205163,positive
10704,2066,nâng tông nhẹ tự_nhiên kiềm dầu,27/07/2021,14:32,5,422207413,positive
10705,1621,da h thiên_khô dùng rất_chi_mịn da_ruồi đậu trượt láng nên mua,5/6/2021,17:10,5,224100009,positive
10706,1596,trộm_vía xài sáng dậy mặt láng hơn hết hồn quan_sát thêm,24/08/2022,7:42,5,100240016,positive
10707,716,sản_phẩm rất_tốt,19/04/2023,17:15,5,100230064,positive
10708,218,xịn không_nói nhiều thấm nhanh không_bệt trắng thoa xong da lên tone cảm_giác thoáng mịn rất_nhẹ mặt tầm giá skin aqua ngon rohto số số phân_khúc,3/4/2022,10:04,5,422203146,positive
10709,3276,mặt_nạ sử_dụng tốt hơn mjk nghĩ,12/1/2023,19:06,5,422209635,positive
10710,3896,sản_phẩm,8/10/2024,11:56,5,223600003,positive
10711,83,sản_phẩm đúng ngon_bổ rẻ chuyên_dùng em,2/7/2021,9:03,5,422211447,positive
10712,343,sử_dụng mặt bị dị_ứng bỏ hơi_uổng chuyển qua dùng tay_chân ổn da có mượt hơn,7/1/2020,12:18,3,100220009,negative
10713,1142,dịu nhẹ cực_kỳ không_lo kích_ứng dùng thấy da mịn_màng ẩm ẩm_thích,25/10/2023,20:32,5,422209322,positive
10714,1702,làm dịu da đêm khi da bị dị_ứng_mẫn đỏ sau khi nặn mụn đối_với mua tuýp thứ luv,7/4/2020,22:39,5,318900019,positive
10715,1516,không_biết mũi bị không_mà lần bôi_dính rát cực_kỳ vùng da quanh_mặt chẳng_làm_sao,8/3/2023,23:04,5,422211549,positive
10716,2221,dùng rất_tốt nhíp hơi_cũ bị sét,19/11/2022,15:55,4,201100053,positive
10717,2821,tặng bông tẩy_trang không_nhận mong shop kiểm_tra đơn hàng,7/3/2023,7:32,5,318900002,positive
10718,406,sữa rửa mặt rất_tốt_dịu nhẹ da,12/4/2023,15:20,5,422204795,positive
10720,2646,xài ok n khi xài mê lun em giá tốt,1/3/2022,7:51,5,422203302,positive
10721,2361,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,30/04/2023,14:53,5,422205160,positive
10722,4036,ngon bổ rẻ,17/03/2021,8:34,5,365000011,positive
10723,1837,mua sử_dụng miếng thấy rất_tốt da mát_lạnh khi đắp cảm_thấy bớt dầu sau khi đắp xong da ẩm_mượt không_sử_dụng bước chăm_sóc mặt ngủ sáng thấy nốt mụn sưng giảm đỏ hơn trước mua them vao lan sau,9/5/2020,19:20,5,308500009,positive
10724,4270,lần đầu sử_dụng hãng mặt_nạ mỏng mùi thơm hoa cỏ dịu nhẹ ôm sát mặt nhiều dưỡng_chất có_thể dưỡng tay cổ,11/12/2023,22:20,5,422200182,positive
10725,3646,xài ngày lần giảm sẹo rõ_rệt sau cỡ tháng đỡ sẹo khoảng nấu_ăn bị dầu bắn lên tay nên_bỏng sợ để lại sẹo xấu vậy_mà xài tuýp hiệu_quả bất_ngờ rv cb tham_khảo,10/7/2023,13:33,5,422208781,positive
10726,3669,dùng tháng review là sản_phẩm quá_tuyệt_vời da bớt mụn đầu đen_lỗ chân_lông thu_hẹp thấy rõ sản_phẩm rất_dịu nhẹ da nhạy_cảm dùng được so mức giá hiệu_quả thực_tế đem lại phải nói sảm_phẩm quá_rẻ so chất_lượng mang lại người dùng chị_em mua sản_phẩm tẩy tế_bào chết dùng dùng vote em sau tháng,26/03/2021,10:00,5,422206043,positive
10727,1090,thấy giao hàng nhanh đóng_gói tốt sản_phẩm thấy tốt ủng_hộ shop tiếp,28/10/2021,9:28,5,422204904,positive
10728,213,,23/03/2022,6:13,5,422204259,positive
10729,134,giao hàng siu nhanh được tặng quà đặt shop chai thứ,20/07/2023,15:03,5,422204259,positive
10730,1275,dùng tốt không_tặng,1/10/2023,13:04,4,204900005,positive
10731,2497,mùi hương dễ_chịu làm mát nhanh,4/5/2023,10:52,5,422206537,positive
10732,1295,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,16:18,5,308500004,positive
10733,4011,có dài kiên_trì dùng tiếp,25/08/2020,17:00,5,256700017,positive
10734,1191,không_thực_sự nổi_bật mức dùng được,30/04/2023,2:16,2,249500019,negative
10735,613,da dễ bị dị_ứng lên mụn dùng da chống nắng ổn kháng_bụi không_nặng mặt thấm nhanh lên tông da nhẹ,29/05/2022,15:21,5,253900006,positive
10736,1050,kem phục_hồi siêu_đỉnh không_gây thêm,5/2/2022,8:56,5,422200342,positive
10737,233,sản_phẩm tốt,23/12/2021,10:16,5,422204259,positive
10738,572,lần trước mua thấy có kèm bông tẩy_trang,22/06/2024,8:15,5,422212100,positive
10739,46,sài rất_lâu_lun ă ngày tẩy lần tốt mua nhưng_mà có trang_điểm son_lì không_ra hết,1/11/2022,6:47,5,100230059,positive
10740,320,cảm_giác đổ ra bông tẩy_trang lau_mặt rất_mát_mát không_phải là cảm_thấy rất_đáng mua,3/10/2020,16:46,5,205100136,positive
10741,4224,chống nắng dạng tinh_chất khi dùng thấm nhanh da không_bị vệt trắng da làm_lót khi make up tốt mùa nóng dùng cảm_giác không_bị,31/07/2023,20:20,5,422212360,positive
10743,846,chất_lượng ổn đúng mô_tả không_có,18/08/2023,13:52,3,204000059,negative
10744,2111,mua shop deal xuống tiếc hùi,11/3/2021,15:08,5,422202569,positive
10745,492,hiện_tại là chân_ái_nha dùng không_thì đẹp chứ_phối make up,12/12/2022,15:10,5,422216416,positive
10746,1746,dịch_vụ chăm_sóc khách_hàng rất_kém không_hỗ_trợ,18/11/2023,15:45,1,100190059,negative
10747,3166,xài loại hãng bị châm chích nóng_mặt tinh chất_dưỡng ít mùi colagen không_thích,11/11/2022,20:13,2,365000016,negative
10748,327,dịu nhẹ lưu_ý loại không_cồn giá dùng kcn xài loại thấy,1/9/2020,15:22,5,422211447,positive
10749,325,bông tẩy_trang sử_dụng ổn mức giá tuy_nhiên hơi_hao,6/8/2020,13:38,4,243300007,positive
10750,1758,sử_dụng retinol laroche tốt người,20/01/2022,10:54,5,100240016,positive
10751,2441,giờ m không_tin mặt_nạ sau khi xài loại đúng không_thể không_vô đánh_giá xài miếng đỡ mụn sau xài đúng loại không_thể đổi loại khác,23/09/2020,9:49,5,308500037,positive
10752,1763,sản_phẩm tốt da dầu sử_dụng tầm ngày không_bôi kem_dưỡng sau khi dùng da_tẩy tốt tróc lớp da chết,1/10/2021,20:46,5,100240016,positive
10753,3276,mặt_nạ sử_dụng tốt hơn mjk nghĩ,12/1/2023,19:06,5,422209634,positive
10754,2087,siêu_thơm xài xong da siêu_thích lun điểm trừ là nắp hơi_khó đóng high recomend hasaki giao hàng đúng nhanh đặt_hàng trưa thứ trưa có,20/06/2021,10:51,5,422202045,positive
10755,317,thơm nức mùi cà_phê tẩy tế_bào chết ổn hơi_rát môi,28/01/2021,9:52,4,422201374,positive
10756,1677,mua dịch shop giao hàng lâu gần tuần thấm nhanh,17/08/2021,18:08,5,318900005,positive
10757,297,chai nước tẩy_trang nhẹ_dịu dùng tẩy sạch thứ nhẹ_nhàng kem chống nắng son_kẻ mày makeup đậm em không_tẩy sạch_sẽ loại khác sau khi tẩy xong da sạch_sẽ không_khô căng chẳng_bết rít,11/4/2021,12:18,5,211300005,positive
10758,1713,hàng tới tay đóng_gói cẩn_thận chất_lượng miễn chê,22/11/2023,12:11,4,100220035,positive
10759,505,da dầu mụn dùng thấy không_hiệu_quả dầu đổ bóng mặt dính dính thấy được_cái làm dịu da là oke_khuyên b da dầu dùng kem dưỡng khác,29/10/2022,22:32,3,253900010,negative
10760,62,dùng chai thấy thích tẩy_trang dịu nhẹ phù_hợp hàng ngày makeup dùng loại khác,17/04/2022,23:35,5,422204904,positive
10761,1420,giao hàng nhanh,14/01/2022,20:54,4,293500043,positive
10762,1247,bông dày hơi_rát da thấm_nc tẩy_trang nhiều xơ_bông không_đáng_kể tẩy sạch loại hộp vuông đánh_giá sau,1/6/2023,12:37,4,422211640,positive
10763,2206,kiềm dầu cực_tốt hơi_bột bột á không_có mịn khô có dưỡng ẩm trước tốt da lên tông nhẹ thoa không_đều có hiện_tượng vón_cục chỗ khóe mũi mắt,1/8/2021,22:28,5,249500028,positive
10764,188,mua mà_lại không_tặng bông tẩy_trang,13/08/2022,13:48,4,205100146,positive
10765,4040,bỏ tủ_lạnh lấy ra đắp,1/10/2020,16:33,5,365000013,positive
10766,2140,đóng_gói hàng cẩn_thận quá_trình vận_chuyển hộp bị méo thuộc tuýt da hỗn_hợp thiên_dầu thấy không_bị rát người nói mùi nhè_nhẹ khi rửa lại nước thấy nhờn_nhớn mặt xíu hết không_làm khô da giữ độ_ẩm nhất_định thấy giá_cả sản_phẩm ổn_áp có_thể nói rẻ sài chắc gần hết chai có dùng kem chống nắng thui không_biết khi makeup ẻm có tẩy,15/04/2022,14:10,5,100750038,positive
10767,3255,trắng sáng tươi trẻ,5/12/2023,12:18,5,422205152,positive
10768,673,rất_thích hasaki sản_phẩm tẩy_trang,4/5/2023,19:03,5,100230057,positive
10769,635,ghi sản_phẩm có lên tone tone không_lên cho_dù da là loại da là tối màu dùng rất_ổn mặt tiết_dầu cần thấm dầu tiếng lần aply lên mặt mịn kem đặc dễ tán tránh dùng quá_gần mắt khi kem đắp mặt tiếng hơi_cay mắt bám tốt cần dùng nước tẩy_trang sạch sâu tẩy_trang sản_phẩm khi rửa mặt buổi tối,11/7/2020,2:41,5,422212100,positive
10770,3701,mùi sản_phẩm hơi_nồng chất gel lỏng hơi_khó sử_dụng còn lại,28/07/2021,21:24,4,201600144,positive
10771,2588,phù_hợp giá tiền mua loại ha dùng thích hơn nhiều,21/05/2021,9:12,5,365000018,positive
10772,289,dùng ổn,11/5/2021,16:25,4,422208807,positive
10773,83,toner chân_ái dùng cấp ẩm tốt mà_còn giảm kích_ứng sưng viêm mê em,2/7/2021,9:05,5,318900012,positive
10774,1737,sản_phẩm tốt nên mua,20/11/2023,9:38,5,422206043,positive
10775,979,giao tầm là hàng là hàng nha muốn xem tht giả so ảnh í dùng thấy da mịn hơi_hơi khô,11/7/2022,18:23,5,422204795,positive
10776,329,hàng miêu_tả không_quá vượt_trội so lựa_chọn khác,9/4/2024,5:08,3,100240016,negative
10777,90,sữa rửa mặt dùng rất_thích sạch không_bị khô da,7/6/2021,22:29,5,211300007,positive
10778,3643,thấy không_cồn paraben dầu_khoáng t mạnh_dạn chốt deal kiểu an_toàn á da t nhạy_cảm điều_trị hết mụn,24/01/2024,18:55,5,422211231,positive
10779,1506,kem thơm sức lên cảm_giác mịn căng da không_biết xài có trắng lên không_nhưng hiện_tại,5/5/2024,20:41,5,422206035,positive
10780,1161,da_ngăm rất_kén kcn dùng kcn nâng tông da_ngăm nhìn bợt bợt giả_trân có dùng em là ưng thấm nhanh tệp da không_thấy để lại vân nâng tông lố mỏng nhẹ ưng bụng ghê hơi_cay mắt,29/01/2024,22:24,5,422217292,positive
10781,2314,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:27,5,308500015,positive
10782,1118,sau silicot thấy là loại ưng giá rẻ bông dày vừa_phải mềm mịn ít tốn nước tẩy_trang không_dễ rách không_có bông vụn dính mặt sau khi xài bạn tập trang_điểm budget ít có_thể xài loại đỡ tốn tiền,22/06/2021,9:23,5,243300007,positive
10783,223,trang sạch có lớp dầu giữ ẩm da không_bị khô da,14/02/2022,20:59,5,422206648,positive
10784,1068,trang sạch mkup nhẹ tầm bông có mùi thơm_nha mkup đậm tầm,18/05/2023,9:23,5,422204904,positive
10785,3674,cảnh_báo ăn mùi thơm đúng khi không_mong_đợi nhiều tẩy tế_bào chết thiên_nhiên,9/12/2018,0:00,5,422206042,positive
